연도,월,일정,전시요일,전시순서,온라인상품코드,상품명,브랜드명,정상가,최종혜택가,할인율,결제수량,결제금액(포인트포함),PV
2025,2,02/26,수,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,141800,25,27,4807000,
2025,2,02/26,수,4,9100000009,레더 미니 숄더백,ATELIER BAG,329000,230300,30,19,3914000,
2025,2,02/26,수,5,9100000005,러닝 경량 자켓,MOTION LAB,149000,74500,50,31,2754000,
2025,2,02/26,수,6,9100000022,전기 토스터,MORNING BREW,119000,65500,45,67,4391000,
2025,2,02/27,목,1,9100000020,세라믹 냄비 세트,HOME TABLE,249000,137000,45,42,7071000,
2025,2,02/27,목,2,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,57,7130000,
2025,2,02/27,목,3,9100000024,무선 서큘레이터,AIRNEST,189000,160600,15,33,4519000,
2025,2,02/27,목,4,9100000022,전기 토스터,MORNING BREW,119000,101200,15,43,4711000,
2025,2,02/27,목,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,31200,20,67,2305000,
2025,2,02/27,목,6,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,38,5149000,
2025,2,02/28,금,1,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,126000,25,65,7073000,
2025,2,02/28,금,2,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,23400,40,149,3551000,
2025,2,02/28,금,3,9100000020,세라믹 냄비 세트,HOME TABLE,249000,149400,40,44,7135000,
2025,2,02/28,금,4,9100000014,벨벳 립 틴트,GLOWMATE,32000,20800,35,212,4654000,
2025,2,02/28,금,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,33,4288000,
2025,2,02/28,금,6,9100000022,전기 토스터,MORNING BREW,119000,101200,15,37,4423000,
2025,2,02/28,금,7,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,93,3741000,
2025,3,03/01,토,1,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,107400,40,50,5077000,
2025,3,03/01,토,2,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,215,5334000,
2025,3,03/01,토,3,9100000011,수분 장벽 크림,PURELAB,68000,47600,30,133,6744000,
2025,3,03/01,토,4,9100000022,전기 토스터,MORNING BREW,119000,59500,50,58,3229000,
2025,3,03/01,토,5,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,119200,25,37,4701000,
2025,3,03/02,일,1,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,41400,40,167,5824000,
2025,3,03/02,일,2,9100000009,레더 미니 숄더백,ATELIER BAG,329000,164500,50,27,3744000,
2025,3,03/02,일,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,125300,30,24,3255000,
2025,3,03/02,일,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,146300,30,43,6616000,
2025,3,03/02,일,5,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,47200,20,97,4477000,
2025,3,03/03,월,1,9100000024,무선 서큘레이터,AIRNEST,189000,113400,40,40,4891000,
2025,3,03/03,월,2,9100000021,드립 커피메이커,MORNING BREW,159000,103400,35,41,4583000,
2025,3,03/03,월,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,160600,15,28,5149000,
2025,3,03/03,월,4,9100000003,남성 클래식 셔츠,NORDEN,129000,116100,10,25,3234000,
2025,3,03/03,월,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,23400,40,132,3152000,
2025,3,03/03,월,6,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,125300,30,29,3572000,
2025,3,03/04,화,1,9100000010,데일리 토트백,ATELIER BAG,259000,181300,30,21,3957000,
2025,3,03/04,화,2,9100000022,전기 토스터,MORNING BREW,119000,107100,10,22,2536000,
2025,3,03/04,화,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,134200,25,46,5568000,
2025,3,03/04,화,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,35,6052000,
2025,3,03/04,화,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,23400,40,104,2566000,
2025,3,03/06,목,1,9100000003,남성 클래식 셔츠,NORDEN,129000,109600,15,44,4678000,
2025,3,03/06,목,2,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,31200,40,203,6559000,
2025,3,03/06,목,3,9100000024,무선 서큘레이터,AIRNEST,189000,160600,15,33,4519000,
2025,3,03/06,목,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,175200,20,40,6661000,
2025,3,03/06,목,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,20800,35,159,2899000,
2025,3,03/06,목,6,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,141800,25,29,4281000,
2025,3,03/06,목,7,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,142800,15,33,5134000,
2025,3,03/07,금,1,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,34500,50,131,4061000,
2025,3,03/07,금,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,64400,35,83,4756000,
2025,3,03/07,금,3,9100000003,남성 클래식 셔츠,NORDEN,129000,103200,20,26,3151000,
2025,3,03/07,금,4,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,29200,25,87,2961000,
2025,3,03/07,금,5,9100000021,드립 커피메이커,MORNING BREW,159000,135200,15,31,3791000,
2025,3,03/07,금,6,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,87400,45,46,3920000,
2025,3,03/07,금,7,9100000023,미니 공기청정기,AIRNEST,299000,164400,45,47,6771000,
2025,3,03/08,토,1,9100000021,드립 커피메이커,MORNING BREW,159000,111300,30,70,7509000,
2025,3,03/08,토,2,9100000011,수분 장벽 크림,PURELAB,68000,44200,35,137,6572000,
2025,3,03/08,토,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,82000,45,37,3171000,
2025,3,03/08,토,4,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,117600,30,47,4852000,
2025,3,03/08,토,5,9100000003,남성 클래식 셔츠,NORDEN,129000,109600,15,31,3343000,
2025,3,03/08,토,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,108900,45,77,7055000,
2025,3,03/08,토,7,9100000023,미니 공기청정기,AIRNEST,299000,269100,10,20,4882000,
2025,3,03/09,일,1,9100000020,세라믹 냄비 세트,HOME TABLE,249000,161800,35,43,8433000,
2025,3,03/09,일,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,158400,20,32,4657000,
2025,3,03/09,일,3,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,21400,45,174,3576000,
2025,3,03/09,일,4,9100000005,러닝 경량 자켓,MOTION LAB,149000,96800,35,36,3862000,
2025,3,03/09,일,5,9100000002,여성 울 블렌드 가디건,LUMEN,219000,131400,40,47,5814000,
2025,3,03/09,일,6,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,151200,10,43,6170000,
2025,3,03/09,일,7,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,135200,15,20,2641000,
2025,3,03/10,월,1,9100000024,무선 서큘레이터,AIRNEST,189000,151200,20,40,6507000,
2025,3,03/10,월,2,9100000022,전기 토스터,MORNING BREW,119000,71400,40,46,3059000,
2025,3,03/10,월,3,9100000020,세라믹 냄비 세트,HOME TABLE,249000,211600,15,19,4272000,
2025,3,03/10,월,4,9100000005,러닝 경량 자켓,MOTION LAB,149000,96800,35,56,5061000,
2025,3,03/10,월,5,9100000011,수분 장벽 크림,PURELAB,68000,34000,50,108,3428000,
2025,3,03/10,월,6,9100000003,남성 클래식 셔츠,NORDEN,129000,64500,50,37,2551000,
2025,3,03/10,월,7,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,143200,20,34,5138000,
2025,3,03/12,수,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,74500,50,40,3215000,
2025,3,03/12,수,2,9100000003,남성 클래식 셔츠,NORDEN,129000,103200,20,33,3939000,
2025,3,03/12,수,3,9100000010,데일리 토트백,ATELIER BAG,259000,207200,20,35,6497000,
2025,3,03/12,수,4,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,29,4459000,
2025,3,03/12,수,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,25400,35,142,4028000,
2025,3,03/12,수,6,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,24800,45,172,3871000,
2025,3,03/14,금,1,9100000010,데일리 토트백,ATELIER BAG,259000,142400,45,40,6281000,
2025,3,03/14,금,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,67,8266000,
2025,3,03/14,금,3,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,143200,20,54,6854000,
2025,3,03/14,금,4,9100000012,진정 세럼,PURELAB,59000,47200,20,129,7412000,
2025,3,03/14,금,5,9100000022,전기 토스터,MORNING BREW,119000,65500,45,86,5535000,
2025,3,03/14,금,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,34,5095000,
2025,3,03/15,토,1,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,55200,20,93,6144000,
2025,3,03/15,토,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,69,4445000,
2025,3,03/15,토,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,296100,10,17,5280000,
2025,3,03/15,토,4,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,109200,35,62,5620000,
2025,3,03/15,토,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,25400,35,108,2950000,
2025,3,03/16,일,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,32500,45,103,4174000,
2025,3,03/16,일,2,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,19,2650000,
2025,3,03/16,일,3,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,55200,20,85,4309000,
2025,3,03/16,일,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,109500,50,46,4537000,
2025,3,03/16,일,5,9100000010,데일리 토트백,ATELIER BAG,259000,194200,25,17,3912000,
2025,3,03/16,일,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,59,6701000,
2025,3,03/16,일,7,9100000024,무선 서큘레이터,AIRNEST,189000,160600,15,20,2743000,
2025,3,03/17,월,1,9100000021,드립 커피메이커,MORNING BREW,159000,127200,20,28,4497000,
2025,3,03/17,월,2,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,25400,35,114,3006000,
2025,3,03/17,월,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,26,4224000,
2025,3,03/17,월,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,104500,50,51,4738000,
2025,3,03/17,월,5,9100000023,미니 공기청정기,AIRNEST,299000,149500,50,34,5266000,
2025,3,03/18,화,1,9100000012,진정 세럼,PURELAB,59000,50200,15,140,6430000,
2025,3,03/18,화,2,9100000009,레더 미니 숄더백,ATELIER BAG,329000,213800,35,20,4626000,
2025,3,03/18,화,3,9100000024,무선 서큘레이터,AIRNEST,189000,122800,35,44,6187000,
2025,3,03/18,화,4,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,104000,45,58,6060000,
2025,3,03/18,화,5,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,47200,20,77,4422000,
2025,3,03/18,화,6,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,26,2107000,
2025,3,03/18,화,7,9100000022,전기 토스터,MORNING BREW,119000,89200,25,46,4449000,
2025,3,03/18,화,8,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,146300,30,38,4651000,
2025,3,03/19,수,1,9100000002,여성 울 블렌드 가디건,LUMEN,219000,142400,35,42,5355000,
2025,3,03/19,수,2,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,41400,40,161,6073000,
2025,3,03/19,수,3,9100000021,드립 커피메이커,MORNING BREW,159000,95400,40,44,4813000,
2025,3,03/19,수,4,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,98500,45,53,4632000,
2025,3,03/19,수,5,9100000010,데일리 토트백,ATELIER BAG,259000,181300,30,38,6240000,
2025,3,03/19,수,6,9100000012,진정 세럼,PURELAB,59000,50200,15,106,4425000,
2025,3,03/19,수,7,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,47200,20,73,3696000,
2025,3,03/20,목,1,9100000010,데일리 토트백,ATELIER BAG,259000,168400,35,40,6103000,
2025,3,03/20,목,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,109200,35,73,8187000,
2025,3,03/20,목,3,9100000020,세라믹 냄비 세트,HOME TABLE,249000,224100,10,19,3942000,
2025,3,03/20,목,4,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,37,6602000,
2025,3,03/20,목,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,170,5075000,
2025,3,03/20,목,6,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,34,2221000,
2025,3,03/20,목,7,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,44800,35,101,3850000,
2025,3,03/21,금,1,9100000022,전기 토스터,MORNING BREW,119000,95200,20,52,5151000,
2025,3,03/21,금,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,117600,30,47,6541000,
2025,3,03/21,금,3,9100000012,진정 세럼,PURELAB,59000,47200,20,123,6104000,
2025,3,03/21,금,4,9100000024,무선 서큘레이터,AIRNEST,189000,94500,50,44,3755000,
2025,3,03/21,금,5,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,38000,45,102,3699000,
2025,3,03/21,금,6,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,34,2815000,
2025,3,03/22,토,1,9100000023,미니 공기청정기,AIRNEST,299000,254200,15,24,6603000,
2025,3,03/22,토,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,117600,30,85,9265000,
2025,3,03/22,토,3,9100000003,남성 클래식 셔츠,NORDEN,129000,103200,20,42,4368000,
2025,3,03/22,토,4,9100000022,전기 토스터,MORNING BREW,119000,101200,15,57,5149000,
2025,3,03/22,토,5,9100000011,수분 장벽 크림,PURELAB,68000,51000,25,105,6630000,
2025,3,03/22,토,6,9100000012,진정 세럼,PURELAB,59000,29500,50,175,5238000,
2025,3,03/24,월,1,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,58,3716000,
2025,3,03/24,월,2,9100000010,데일리 토트백,ATELIER BAG,259000,220200,15,14,3404000,
2025,3,03/24,월,3,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,44200,15,102,4197000,
2025,3,03/24,월,4,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,25,4252000,
2025,3,03/24,월,5,9100000024,무선 서큘레이터,AIRNEST,189000,94500,50,42,4539000,
2025,3,03/26,수,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,33,3846000,
2025,3,03/26,수,2,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,25400,35,210,5285000,
2025,3,03/26,수,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,104300,30,51,5871000,
2025,3,03/26,수,4,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,34,4151000,
2025,3,03/26,수,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,49500,50,47,2210000,
2025,3,03/27,목,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,89100,10,40,4434000,
2025,3,03/27,목,2,9100000022,전기 토스터,MORNING BREW,119000,107100,10,57,5551000,
2025,3,03/27,목,3,9100000020,세라믹 냄비 세트,HOME TABLE,249000,174300,30,45,7100000,
2025,3,03/27,목,4,9100000024,무선 서큘레이터,AIRNEST,189000,113400,40,40,5615000,
2025,3,03/27,목,5,9100000011,수분 장벽 크림,PURELAB,68000,34000,50,162,4652000,
2025,3,03/27,목,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,98500,45,44,3878000,
2025,3,03/28,금,1,9100000003,남성 클래식 셔츠,NORDEN,129000,96800,25,33,3756000,
2025,3,03/28,금,2,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,51,8595000,
2025,3,03/28,금,3,9100000002,여성 울 블렌드 가디건,LUMEN,219000,131400,40,33,4564000,
2025,3,03/28,금,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,49500,50,46,2532000,
2025,3,03/28,금,5,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,142800,15,33,5170000,
2025,3,03/28,금,6,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,107,2476000,
2025,3,03/28,금,7,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,55,5684000,
2025,3,03/28,금,8,9100000022,전기 토스터,MORNING BREW,119000,95200,20,59,4775000,
2025,3,03/30,일,1,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,178200,10,26,4775000,
2025,3,03/30,일,2,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,21400,45,200,4842000,
2025,3,03/30,일,3,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,109200,35,37,4481000,
2025,3,03/30,일,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,32500,45,80,3236000,
2025,3,03/30,일,5,9100000010,데일리 토트백,ATELIER BAG,259000,220200,15,21,3995000,
2025,3,03/30,일,6,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,32,6476000,
2025,3,03/31,월,1,9100000012,진정 세럼,PURELAB,59000,32500,45,192,6838000,
2025,3,03/31,월,2,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,55,2524000,
2025,3,03/31,월,3,9100000010,데일리 토트백,ATELIER BAG,259000,168400,35,34,6138000,
2025,3,03/31,월,4,9100000003,남성 클래식 셔츠,NORDEN,129000,83800,35,41,3888000,
2025,3,03/31,월,5,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,26000,50,124,3936000,
2025,3,03/31,월,6,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,35100,10,55,2068000,
2025,4,04/01,화,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,89400,40,79,6433000,
2025,4,04/01,화,2,9100000020,세라믹 냄비 세트,HOME TABLE,249000,174300,30,37,6503000,
2025,4,04/01,화,3,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,19500,50,193,3467000,
2025,4,04/01,화,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,41300,30,77,3924000,
2025,4,04/01,화,5,9100000011,수분 장벽 크림,PURELAB,68000,44200,35,164,6098000,
2025,4,04/01,화,6,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,48300,30,110,4868000,
2025,4,04/01,화,7,9100000022,전기 토스터,MORNING BREW,119000,107100,10,29,3455000,
2025,4,04/01,화,8,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,45,3209000,
2025,4,04/02,수,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,82000,45,46,4376000,
2025,4,04/02,수,2,9100000022,전기 토스터,MORNING BREW,119000,89200,25,51,4126000,
2025,4,04/02,수,3,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,115000,45,66,6988000,
2025,4,04/02,수,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,197100,10,29,5596000,
2025,4,04/02,수,5,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,89500,50,46,3885000,
2025,4,04/02,수,6,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,79500,50,47,3192000,
2025,4,04/02,수,7,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,98500,45,56,5934000,
2025,4,04/02,수,8,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,45,4854000,
2025,4,04/03,목,1,9100000020,세라믹 냄비 세트,HOME TABLE,249000,186800,25,56,8701000,
2025,4,04/03,목,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,72,9262000,
2025,4,04/03,목,3,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,98500,45,46,4806000,
2025,4,04/03,목,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,146300,30,34,4848000,
2025,4,04/03,목,5,9100000009,레더 미니 숄더백,ATELIER BAG,329000,164500,50,37,5093000,
2025,4,04/03,목,6,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,29200,35,194,5057000,
2025,4,04/03,목,7,9100000010,데일리 토트백,ATELIER BAG,259000,181300,30,22,3415000,
2025,4,04/04,금,1,9100000021,드립 커피메이커,MORNING BREW,159000,79500,50,75,6933000,
2025,4,04/04,금,2,9100000009,레더 미니 숄더백,ATELIER BAG,329000,246800,25,24,5514000,
2025,4,04/04,금,3,9100000024,무선 서큘레이터,AIRNEST,189000,94500,50,41,4305000,
2025,4,04/04,금,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,168300,15,42,6453000,
2025,4,04/04,금,5,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,152200,15,30,5399000,
2025,4,04/04,금,6,9100000022,전기 토스터,MORNING BREW,119000,59500,50,78,5359000,
2025,4,04/04,금,7,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,24800,45,132,3724000,
2025,4,04/04,금,8,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,48300,30,84,3817000,
2025,4,04/06,일,1,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,36000,20,117,5183000,
2025,4,04/06,일,2,9100000024,무선 서큘레이터,AIRNEST,189000,113400,40,47,6030000,
2025,4,04/06,일,3,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,48300,30,93,5567000,
2025,4,04/06,일,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,186200,15,30,5927000,
2025,4,04/06,일,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,54500,45,76,4092000,
2025,4,04/06,일,6,9100000014,벨벳 립 틴트,GLOWMATE,32000,17600,45,213,4387000,
2025,4,04/07,월,1,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,143200,20,22,3400000,
2025,4,04/07,월,2,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,111300,30,42,4208000,
2025,4,04/07,월,3,9100000011,수분 장벽 크림,PURELAB,68000,54400,20,112,5750000,
2025,4,04/07,월,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,59400,40,65,3818000,
2025,4,04/07,월,5,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,142800,15,28,4823000,
2025,4,04/07,월,6,9100000021,드립 커피메이커,MORNING BREW,159000,127200,20,39,4245000,
